Czas [ms];Fluorescencja [j.f];Ciśnienie [mmHg]
49200;2087927,00;0,07
49240;2088657,00;-0,07
49280;2088785,00;-0,13
49320;2087764,00;-0,10
49360;2087861,00;0,07
49400;2087103,00;0,10
49440;2087457,00;-0,10
49480;2088594,00;-0,20
49520;2086169,00;-0,30
49560;2086883,00;-0,23
49600;2086417,00;-0,27
49640;2086040,00;-0,37
49680;2086271,00;-0,27
49720;2086971,00;-0,17
49760;2086889,00;0,07
49800;2087377,00;0,13
49840;2087101,00;0,07
49880;2087041,00;-0,07
49920;2087729,00;-0,13
49960;2086396,00;-0,03
50000;2088287,00;0,07
50040;2088341,00;0,17
50080;2087975,00;0,13
50120;2087471,00;0,00
50160;2088185,00;-0,10
50200;2086165,00;-0,10
50240;2086471,00;0,03
50280;2086948,00;0,07
50320;2085646,00;0,07
50360;2085538,00;-0,07
50400;2086572,00;-0,10
50440;2085519,00;-0,10
50480;2087503,00;0,00
50520;2087524,00;0,00
50560;2086154,00;-0,13
50600;2088358,00;-0,27
50640;2087461,00;-0,40
50680;2088235,00;-0,37
50720;2088605,00;-0,23
50760;2087676,00;-0,10
50800;2086809,00;-0,13
50840;2087995,00;-0,20
50880;2087311,00;-0,27
50920;2087447,00;-0,10
50960;2085291,00;-0,13
51000;2087407,00;-0,03
51040;2085885,00;-0,03
51080;2086754,00;0,00
51120;2086743,00;0,00
51160;2086318,00;-0,03
51200;2085718,00;0,13
51240;2085026,00;-0,03
51280;2086650,00;-0,03
51320;2086983,00;-0,13
51360;2086934,00;-0,13
51400;2087715,00;-0,27
51440;2087456,00;-0,23
51480;2088950,00;-0,07
51520;2087794,00;0,10
51560;2087416,00;0,10
51600;2087124,00;0,00
51640;2086692,00;-0,10
51680;2087145,00;-0,30
51720;2085986,00;-0,33
51760;2087145,00;-0,20
51800;2086344,00;0,03
51840;2086469,00;0,13
51880;2085235,00;0,13
51920;2085943,00;0,07
51960;2084968,00;0,07
52000;2086116,00;-0,13
52040;2086607,00;-0,23
52080;2086983,00;-0,33
52120;2087515,00;-0,20
52160;2087605,00;-0,03
52200;2087583,00;0,13
52240;2087959,00;0,13
52280;2088190,00;-0,03
52320;2087829,00;-0,20
52360;2088101,00;-0,20
52400;2087489,00;-0,03
52440;2085678,00;0,07
52480;2085364,00;-0,07
52520;2086379,00;-0,27
52560;2085522,00;-0,37
52600;2084787,00;-0,33
52640;2085239,00;-0,30
52680;2086685,00;-0,30
52720;2085335,00;-0,20
52760;2086160,00;-0,10
52800;2085505,00;0,10
52840;2086329,00;0,10
52880;2086818,00;0,10
52920;2085933,00;-0,10
52960;2087638,00;-0,20
53000;2088018,00;-0,30
53040;2087044,00;-0,33
53080;2086517,00;-0,37
53120;2086346,00;-0,37
53160;2086002,00;-0,30
53200;2086041,00;-0,10
53240;2084499,00;0,00
53280;2085431,00;0,07
53320;2085086,00;0,00
53360;2085208,00;0,00
53400;2084593,00;0,00
53440;2085678,00;0,03
53480;2085435,00;0,03
53520;2085256,00;0,10
53560;2085660,00;0,10
53600;2085407,00;0,13
53640;2085795,00;-0,07
53680;2086684,00;-0,20
53720;2087344,00;-0,23
53760;2086375,00;-0,17
53800;2087260,00;-0,13
53840;2086639,00;-0,30
53880;2086422,00;-0,23
53920;2083836,00;-0,03
53960;2085631,00;0,27
54000;2085620,00;0,27
54040;2086178,00;0,00
54080;2085912,00;-0,13
54120;2084782,00;-0,10
54160;2085620,00;0,07
54200;2085865,00;0,00
54240;2084259,00;-0,13
54280;2085448,00;-0,27
54320;2084808,00;-0,10
54360;2084963,00;-0,07
54400;2086665,00;-0,03
54440;2085328,00;-0,27
54480;2085869,00;-0,33
54520;2086093,00;-0,27
54560;2086728,00;-0,13
54600;2085720,00;0,10
54640;2084812,00;0,10
54680;2085159,00;0,03
54720;2084661,00;-0,07
54760;2083281,00;0,00
54800;2083739,00;0,13
54840;2084704,00;0,17
54880;2085214,00;0,10
54920;2084106,00;0,03
54960;2082983,00;0,03
55000;2084010,00;0,10
55040;2084327,00;0,17
55080;2084606,00;0,20
55120;2084824,00;0,07
55160;2084147,00;-0,07
55200;2084320,00;-0,27
55240;2085605,00;-0,17
55280;2085541,00;-0,07
55320;2084976,00;0,00
55360;2085773,00;-0,10
55400;2085614,00;-0,27
55440;2084951,00;-0,30
55480;2084065,00;-0,33
55520;2084181,00;-0,27
55560;2084600,00;-0,17
55600;2082712,00;-0,07
55640;2083528,00;0,00
55680;2083784,00;0,00
55720;2083640,00;-0,10
55760;2084224,00;0,00
55800;2083795,00;0,00
55840;2083667,00;0,20
55880;2084315,00;0,20
55920;2084720,00;0,23
55960;2083311,00;0,07
56000;2084197,00;0,07
56040;2085445,00;0,10
56080;2084896,00;0,23
56120;2085421,00;0,13
56160;2085176,00;0,07
56200;2082851,00;-0,07
56240;2083942,00;-0,13
56280;2084833,00;-0,20
56320;2082531,00;-0,13
56360;2083682,00;-0,07
56400;2083781,00;0,10
56440;2082878,00;0,17
56480;2082837,00;0,23
56520;2082656,00;0,13
56560;2082856,00;0,07
56600;2083095,00;-0,07
56640;2082966,00;-0,13
56680;2083983,00;-0,20
56720;2083949,00;-0,20
56760;2083766,00;-0,20
56800;2084116,00;-0,10
56840;2084281,00;0,03
56880;2083809,00;0,17
56920;2084436,00;0,03
56960;2083908,00;-0,03
57000;2082933,00;-0,10
57040;2083040,00;-0,13
57080;2083810,00;-0,27
57120;2082896,00;-0,23
57160;2082837,00;-0,07
57200;2082265,00;0,10
57240;2083246,00;0,13
57280;2083376,00;-0,07
57320;2083191,00;-0,03
57360;2083487,00;-0,03
57400;2084051,00;0,00
57440;2084429,00;0,03
57480;2084094,00;0,07
57520;2083873,00;0,07
57560;2084340,00;0,00
57600;2084642,00;-0,07
57640;2085240,00;-0,03
57680;2084915,00;-0,17
57720;2085972,00;-0,20
57760;2086721,00;-0,20
57800;2086088,00;-0,23
57840;2087250,00;-0,37
57880;2088366,00;-0,17
57920;2087417,00;-0,03
57960;2089021,00;0,03
58000;2090148,00;0,03
58040;2088988,00;0,10
58080;2090115,00;0,23
58120;2091640,00;0,23
58160;2090587,00;0,27
58200;2091721,00;0,30
58240;2093162,00;0,23
58280;2095613,00;0,17
58320;2093766,00;0,17
58360;2094679,00;0,13
58400;2094373,00;0,10
58440;2094139,00;0,00
58480;2094616,00;-0,17
58520;2095801,00;-0,27
58560;2095434,00;-0,37
58600;2095628,00;-0,20
58640;2094083,00;-0,23
58680;2095076,00;-0,23
58720;2095511,00;-0,33
58760;2096384,00;-0,33
58800;2096166,00;-0,40
58840;2095892,00;-0,47
58880;2096595,00;-0,50
58920;2096940,00;-0,33
58960;2095769,00;-0,17
59000;2096812,00;0,00
59040;2097060,00;-0,10
59080;2097500,00;-0,20
59120;2098306,00;-0,27
59160;2097384,00;-0,13
59200;2096834,00;-0,03
59240;2097671,00;0,03
59280;2098315,00;0,03
59320;2097044,00;0,10
59360;2097257,00;0,17
59400;2097316,00;0,23
59440;2097738,00;0,20
59480;2097518,00;0,20
59520;2097510,00;0,10
59560;2096726,00;0,17
59600;2096748,00;0,17
59640;2097322,00;0,03
59680;2097854,00;-0,13
59720;2097601,00;-0,33
59760;2097177,00;-0,27
59800;2096936,00;-0,27
59840;2098468,00;-0,20
59880;2099912,00;-0,27
59920;2098388,00;-0,33
59960;2098796,00;-0,40
60000;2098103,00;-0,33
60040;2097565,00;-0,30
60080;2096483,00;-0,23
60120;2098392,00;-0,23
60160;2097615,00;-0,27
60200;2097646,00;-0,33
60240;2097271,00;-0,40
60280;2097151,00;-0,40
60320;2098124,00;-0,23
60360;2097768,00;-0,23
60400;2097655,00;-0,17
60440;2098764,00;-0,27
60480;2098162,00;-0,23
60520;2099056,00;-0,27
60560;2098092,00;-0,20
60600;2099525,00;-0,17
60640;2098059,00;-0,13
60680;2099731,00;-0,20
60720;2099186,00;-0,13
60760;2098337,00;-0,07
60800;2097851,00;0,03
60840;2098544,00;-0,03
60880;2097838,00;-0,10
60920;2098854,00;-0,30
60960;2096624,00;-0,30
61000;2097101,00;-0,30
61040;2096171,00;-0,27
61080;2098308,00;-0,20
61120;2098764,00;-0,13
61160;2098946,00;0,03
61200;2097754,00;0,13
61240;2097471,00;0,03
61280;2098519,00;0,07
61320;2098038,00;-0,13
61360;2097965,00;-0,13
61400;2099444,00;-0,30
61440;2099352,00;-0,27
61480;2098226,00;-0,17
61520;2097548,00;-0,17
61560;2097965,00;-0,27
61600;2098206,00;-0,33
61640;2095960,00;-0,20
61680;2096538,00;0,00
61720;2096660,00;0,07
61760;2095992,00;0,10
61800;2096171,00;0,17
61840;2097002,00;0,27
61880;2096281,00;0,30
61920;2096699,00;0,20
61960;2096419,00;-0,07
62000;2098229,00;-0,10
62040;2096497,00;-0,07
62080;2097059,00;0,03
62120;2097161,00;0,00
62160;2096761,00;0,00
62200;2097586,00;0,10
62240;2097014,00;-0,03
62280;2097178,00;-0,17
62320;2095859,00;-0,33
62360;2095581,00;-0,37
62400;2094804,00;-0,23
62440;2095141,00;0,00
62480;2094054,00;0,23
62520;2095661,00;0,10
62560;2094035,00;-0,13
62600;2094374,00;-0,37
62640;2094781,00;-0,40
62680;2095863,00;-0,40
62720;2094214,00;-0,37
62760;2095042,00;-0,33
62800;2095537,00;-0,20
62840;2094801,00;-0,10
62880;2095733,00;0,00
62920;2096222,00;0,10
62960;2095683,00;0,13
63000;2094844,00;0,07
63040;2094661,00;-0,10
63080;2094677,00;-0,10
63120;2093539,00;-0,03
63160;2094149,00;0,03
63200;2092868,00;-0,13
63240;2093207,00;-0,27
63280;2092611,00;-0,40
63320;2092462,00;-0,33
63360;2092924,00;-0,27
63400;2093473,00;-0,03
63440;2091704,00;0,13
63480;2093055,00;0,30
63520;2092662,00;0,10
63560;2092541,00;0,03
63600;2092366,00;-0,03
63640;2093446,00;0,07
63680;2092783,00;0,03
63720;2092808,00;-0,10
63760;2092325,00;0,00
63800;2092231,00;0,10
63840;2092175,00;0,30
63880;2090034,00;0,30
63920;2090152,00;0,23
63960;2090199,00;0,23
64000;2089850,00;0,23
64040;2090099,00;0,33
64080;2089639,00;0,33
64120;2090952,00;0,13
64160;2088877,00;-0,10
64200;2090287,00;-0,27
64240;2089848,00;-0,17
64280;2089723,00;0,00
64320;2089623,00;0,13
64360;2089426,00;0,07
64400;2090062,00;-0,07
64440;2090543,00;-0,20
64480;2090067,00;-0,27
64520;2089563,00;-0,33
64560;2088904,00;-0,13
64600;2089439,00;0,00
64640;2089129,00;0,03
64680;2088542,00;-0,20
64720;2088059,00;-0,17
64760;2087185,00;-0,17
64800;2088875,00;0,00
64840;2087873,00;0,03
64880;2086918,00;0,13
64920;2087664,00;0,07
64960;2087030,00;-0,17
65000;2087561,00;-0,33
65040;2087450,00;-0,33
65080;2086648,00;-0,13
65120;2087093,00;0,10
65160;2087712,00;0,20
65200;2087660,00;0,10
65240;2087741,00;-0,03
65280;2086405,00;-0,20
65320;2085441,00;-0,27
65360;2085192,00;-0,20
65400;2086044,00;-0,03
65440;2084446,00;0,20
65480;2084776,00;0,27
65520;2084081,00;0,23
65560;2084317,00;0,20
65600;2083233,00;0,07
65640;2084191,00;-0,07
65680;2082869,00;-0,20
65720;2084291,00;-0,20
65760;2083963,00;-0,20
65800;2083201,00;-0,13
65840;2083358,00;-0,20
65880;2085107,00;-0,10
65920;2083689,00;-0,07
65960;2084601,00;-0,07
66000;2083359,00;-0,23
66040;2083745,00;-0,40
66080;2082916,00;-0,40
66120;2083521,00;-0,20
66160;2081627,00;0,00
66200;2082399,00;0,07
66240;2081695,00;0,03
66280;2081523,00;0,07
66320;2080006,00;0,20
66360;2080786,00;0,17
66400;2080484,00;0,17
66440;2079707,00;-0,03
66480;2079739,00;-0,17
66520;2079640,00;-0,33
66560;2079974,00;-0,30
66600;2080034,00;-0,27
66640;2080122,00;-0,20
66680;2081302,00;-0,10
66720;2080847,00;0,03
66760;2079923,00;0,07
66800;2079417,00;0,10
66840;2078605,00;0,07
66880;2077998,00;-0,07
66920;2077600,00;-0,17
66960;2077881,00;-0,33
67000;2077785,00;-0,40
67040;2076993,00;-0,33
67080;2077104,00;-0,07
67120;2076167,00;-0,03
67160;2077533,00;-0,17
67200;2076121,00;-0,43
67240;2076727,00;-0,40
67280;2077260,00;-0,23
67320;2076487,00;-0,03
67360;2076971,00;0,10
67400;2076754,00;0,00
67440;2076933,00;-0,03
67480;2077465,00;0,03
67520;2077008,00;0,23
67560;2075530,00;0,37
67600;2076004,00;0,20
67640;2075240,00;-0,03
67680;2074043,00;-0,27
67720;2072994,00;-0,17
67760;2072211,00;0,03
67800;2071802,00;0,23
67840;2072310,00;0,10
67880;2073051,00;-0,10
67920;2071405,00;-0,30
67960;2071742,00;-0,30
68000;2071250,00;-0,30
68040;2071210,00;-0,33
68080;2072084,00;-0,17
68120;2071411,00;-0,03
68160;2072353,00;0,13
68200;2071909,00;0,17
68240;2071301,00;0,17
68280;2071038,00;0,03
68320;2071524,00;-0,17
68360;2069657,00;-0,30
68400;2069939,00;-0,27
68440;2068433,00;-0,17
68480;2068723,00;-0,07
68520;2067894,00;0,10
68560;2068331,00;0,00
68600;2068400,00;-0,10
68640;2066710,00;-0,17
68680;2067539,00;-0,07
68720;2067076,00;0,03
68760;2067068,00;0,03
68800;2065769,00;0,13
68840;2066545,00;0,23
68880;2066912,00;0,07
68920;2066999,00;-0,10
68960;2067189,00;-0,27
69000;2066343,00;-0,20
69040;2066871,00;-0,23
69080;2066518,00;-0,10
69120;2064726,00;0,03
69160;2063642,00;0,03
69200;2064473,00;-0,13
69240;2063614,00;-0,10
69280;2063314,00;0,10
69320;2063433,00;0,10
69360;2061711,00;-0,07
69400;2061693,00;-0,23
69440;2062164,00;-0,07
69480;2062023,00;0,03
69520;2062239,00;0,03
69560;2061545,00;-0,10
69600;2061222,00;-0,03
69640;2062558,00;0,13
69680;2063020,00;0,30
69720;2061683,00;0,07
69760;2062612,00;-0,17
69800;2061955,00;-0,27
69840;2062526,00;-0,10
69880;2061342,00;0,07
69920;2059934,00;-0,07
69960;2059887,00;-0,23
70000;2058866,00;-0,27
70040;2058920,00;-0,23
70080;2058984,00;-0,23
70120;2058631,00;-0,23
70160;2058179,00;-0,03
70200;2057278,00;0,20
70240;2057906,00;0,30
70280;2056817,00;0,13
70320;2056161,00;-0,03
70360;2056926,00;-0,20
70400;2056815,00;-0,07
70440;2057958,00;0,07
70480;2057310,00;0,17
70520;2057763,00;0,17
70560;2057225,00;0,00
70600;2056419,00;-0,13
70640;2056205,00;-0,30
70680;2055111,00;-0,17
70720;2054138,00;-0,03
70760;2053824,00;-0,10
70800;2053480,00;-0,20
70840;2054522,00;-0,30
70880;2052376,00;-0,07
70920;2052154,00;0,13
70960;2052137,00;0,20
71000;2052412,00;0,07
71040;2051767,00;-0,13
71080;2052067,00;-0,20
71120;2053151,00;-0,20
71160;2052060,00;-0,27
71200;2052894,00;-0,30
71240;2053075,00;-0,37
71280;2053140,00;-0,37
71320;2053115,00;-0,17
71360;2052318,00;0,03
71400;2050242,00;0,03
71440;2051472,00;-0,20
71480;2050518,00;-0,27
71520;2048730,00;-0,13
71560;2048535,00;-0,13
71600;2048719,00;-0,07
71640;2049161,00;0,03
71680;2048926,00;0,03
71720;2048040,00;-0,17
71760;2048579,00;-0,37
71800;2048376,00;-0,17
71840;2049164,00;0,03
71880;2049867,00;0,23
71920;2048866,00;0,07
71960;2049666,00;-0,13
72000;2049600,00;-0,37
72040;2049615,00;-0,17
72080;2049610,00;0,03
72120;2049248,00;0,23
72160;2047797,00;0,13
72200;2048456,00;-0,07
72240;2046939,00;-0,30
72280;2046482,00;-0,30
72320;2045237,00;-0,13
72360;2045848,00;0,07
72400;2045860,00;0,10
72440;2046262,00;0,00
72480;2045311,00;-0,10
72520;2046892,00;-0,20
72560;2044842,00;-0,03
72600;2045488,00;0,13
72640;2045808,00;0,07
72680;2045332,00;-0,17
72720;2045905,00;-0,40
72760;2046205,00;-0,33
72800;2045988,00;-0,27
72840;2045750,00;-0,23
72880;2046333,00;-0,27
72920;2044111,00;-0,17
72960;2044326,00;-0,03
73000;2043808,00;-0,07
73040;2042160,00;-0,07
73080;2042173,00;-0,03
73120;2041727,00;0,03
73160;2042749,00;-0,07
73200;2042171,00;-0,13
73240;2042159,00;0,00
73280;2041847,00;0,13
73320;2043293,00;0,07
73360;2043683,00;-0,07
73400;2041658,00;-0,07
73440;2042456,00;0,07
73480;2043313,00;0,00
73520;2044062,00;-0,13
73560;2044138,00;-0,27
73600;2044573,00;-0,07
73640;2043774,00;0,07
73680;2042441,00;0,23
73720;2042380,00;0,27
73760;2041154,00;0,30
73800;2041439,00;0,13
73840;2041856,00;-0,03
73880;2040808,00;-0,20
73920;2041365,00;-0,03
73960;2040418,00;-0,07
74000;2039852,00;-0,10
74040;2040766,00;-0,27
74080;2040601,00;-0,07
74120;2039940,00;0,13
74160;2040902,00;0,13
74200;2041181,00;-0,10
74240;2041627,00;-0,33
74280;2042338,00;-0,20
74320;2041656,00;0,00
74360;2043308,00;0,20
74400;2041424,00;0,03
74440;2042573,00;-0,10
74480;2042392,00;-0,23
74520;2041014,00;-0,07
74560;2040498,00;0,07
74600;2040378,00;0,17
74640;2040199,00;-0,03
74680;2040346,00;-0,03
74720;2040058,00;-0,03
74760;2041522,00;-0,03
74800;2039930,00;-0,23
74840;2041056,00;-0,23
74880;2040404,00;-0,23
74920;2039493,00;-0,17
74960;2041844,00;-0,13
75000;2041141,00;0,07
75040;2041409,00;0,03
75080;2041762,00;-0,13
75120;2043238,00;-0,13
75160;2040054,00;0,07
75200;2040962,00;0,03
75240;2040301,00;-0,13
75280;2040374,00;-0,33
75320;2039162,00;-0,10
75360;2039849,00;-0,10
75400;2039309,00;-0,10
75440;2039757,00;-0,10
75480;2038939,00;-0,10
75520;2039683,00;-0,10
75560;2039466,00;-0,10
75600;2039674,00;0,10
75640;2040232,00;0,27
75680;2040217,00;0,23
75720;2041427,00;0,13
75760;2040962,00;0,07
75800;2040930,00;-0,13
75840;2041356,00;-0,27
75880;2042553,00;-0,37
75920;2042632,00;-0,20
75960;2041364,00;-0,03
76000;2040162,00;0,07
76040;2042777,00;0,03
76080;2040080,00;0,03
76120;2040246,00;0,07
76160;2040491,00;0,07
76200;2040786,00;0,07
76240;2040565,00;-0,10
76280;2040664,00;-0,23
76320;2041374,00;-0,40
76360;2040510,00;-0,33
76400;2041002,00;-0,13
76440;2042176,00;0,07
76480;2042135,00;0,07
76520;2042868,00;-0,07
76560;2043812,00;-0,20
76600;2043806,00;-0,10
76640;2044738,00;-0,13
76680;2044208,00;-0,20
76720;2044642,00;-0,23
76760;2043557,00;0,00
76800;2043790,00;0,07
76840;2042447,00;0,00
76880;2042530,00;-0,10
76920;2041132,00;0,00
76960;2040843,00;-0,10
77000;2042465,00;-0,13
77040;2042146,00;-0,17
77080;2042659,00;-0,07
77120;2043001,00;-0,03
77160;2042437,00;0,03
77200;2043414,00;0,00
77240;2043841,00;-0,03
77280;2044053,00;-0,10
77320;2043814,00;-0,10
77360;2045170,00;-0,17
77400;2044155,00;-0,23
77440;2045128,00;-0,23
77480;2045373,00;-0,17
77520;2042926,00;-0,10
77560;2044283,00;0,00
77600;2043930,00;-0,13
77640;2043791,00;-0,27
77680;2043891,00;-0,27
77720;2044615,00;-0,07
77760;2044195,00;0,07
77800;2043309,00;0,17
77840;2043801,00;0,20
77880;2044774,00;0,33
77920;2044122,00;0,23
77960;2044654,00;0,13
78000;2046671,00;0,00
78040;2046347,00;0,00
78080;2047282,00;0,07
78120;2047169,00;0,13
78160;2046890,00;0,03
78200;2046378,00;-0,13
78240;2047004,00;-0,10
78280;2045464,00;0,03
78320;2046801,00;0,00
78360;2047603,00;-0,17
78400;2045704,00;-0,10
78440;2047219,00;0,13
78480;2047411,00;0,07
78520;2046621,00;-0,13
78560;2045599,00;-0,33
78600;2048072,00;-0,20
78640;2047758,00;-0,23
78680;2049130,00;-0,27
78720;2048193,00;-0,23
78760;2049579,00;-0,20
78800;2049578,00;-0,07
78840;2050713,00;-0,03
78880;2049617,00;0,07
78920;2050675,00;0,07
78960;2051201,00;0,07
79000;2050195,00;-0,03
79040;2049745,00;-0,13
79080;2049116,00;-0,27
79120;2050922,00;-0,27
79160;2050377,00;-0,27
79200;2050878,00;-0,10
79240;2051349,00;0,00
79280;2050509,00;0,10
79320;2051451,00;0,03
79360;2050617,00;-0,03
79400;2050551,00;-0,10
79440;2052240,00;-0,20
79480;2052675,00;-0,23
79520;2052561,00;-0,27
79560;2052914,00;-0,10
79600;2053411,00;0,00
79640;2052351,00;0,17
79680;2053523,00;0,20
79720;2054683,00;0,07
79760;2054516,00;-0,07
79800;2053735,00;-0,20
79840;2053012,00;-0,07
79880;2053452,00;0,03
79920;2053498,00;0,17
79960;2053185,00;0,30
80000;2053738,00;0,17
80040;2055114,00;-0,03
80080;2054531,00;-0,23
80120;2054089,00;-0,20
80160;2053675,00;-0,20
80200;2055284,00;-0,20
